NPT2 1585.0 Numwat 90.0
NPT2 1595.0 Numwat 100.0
NPT2 1605.0 Numwat 93.0
NPT2 1615.0 Numwat 99.0
NPT2 1625.0 Numwat 96.0
NPT2 1635.0 Numwat 97.0
NPT2 1645.0 Numwat 96.0
NPT2 1655.0 Numwat 98.0
NPT2 1665.0 Numwat 100.0
NPT2 1675.0 Numwat 101.0
NPT2 1685.0 Numwat 106.0
NPT2 1695.0 Numwat 94.0
NPT2 1705.0 Numwat 89.0
NPT2 1715.0 Numwat 93.0
NPT2 1725.0 Numwat 98.0
NPT2 1735.0 Numwat 94.0
NPT2 1745.0 Numwat 90.0
NPT2 1755.0 Numwat 95.0
NPT2 1765.0 Numwat 94.0
NPT2 1775.0 Numwat 87.0
NPT2 1785.0 Numwat 98.0
NPT2 1795.0 Numwat 99.0
NPT2 1805.0 Numwat 94.0
NPT2 1815.0 Numwat 95.0
NPT2 1825.0 Numwat 101.0
NPT2 1835.0 Numwat 90.0
NPT2 1845.0 Numwat 100.0
NPT2 1855.0 Numwat 96.0
NPT2 1865.0 Numwat 97.0
NPT2 1875.0 Numwat 92.0
NPT2 1885.0 Numwat 92.0
NPT2 1895.0 Numwat 90.0
NPT2 1905.0 Numwat 89.0
NPT2 1915.0 Numwat 89.0
NPT2 1925.0 Numwat 84.0
NPT2 1935.0 Numwat 89.0
NPT2 1945.0 Numwat 83.0
NPT2 1955.0 Numwat 88.0
NPT2 1965.0 Numwat 85.0
NPT2 1975.0 Numwat 85.0
NPT2 1985.0 Numwat 81.0
NPT2 1995.0 Numwat 87.0
NPT2 2005.0 Numwat 81.0
NPT2 2015.0 Numwat 90.0
NPT2 2025.0 Numwat 81.0
NPT2 2035.0 Numwat 92.0
NPT2 2045.0 Numwat 93.0
NPT2 2055.0 Numwat 94.0
NPT2 2065.0 Numwat 94.0
NPT2 2075.0 Numwat 98.0
NPT2 2085.0 Numwat 97.0
NPT2 2095.0 Numwat 94.0
NPT2 2105.0 Numwat 88.0
NPT2 2115.0 Numwat 97.0
NPT2 2125.0 Numwat 100.0
NPT2 2135.0 Numwat 100.0
NPT2 2145.0 Numwat 101.0
NPT2 2155.0 Numwat 90.0
NPT2 2165.0 Numwat 84.0
NPT2 2175.0 Numwat 88.0
NPT2 2185.0 Numwat 94.0
NPT2 2195.0 Numwat 95.0
NPT2 2205.0 Numwat 86.0
NPT2 2215.0 Numwat 83.0
NPT2 2225.0 Numwat 86.0
NPT2 2235.0 Numwat 91.0
NPT2 2245.0 Numwat 85.0
NPT2 2255.0 Numwat 86.0
NPT2 2265.0 Numwat 94.0
NPT2 2275.0 Numwat 91.0
NPT2 2285.0 Numwat 93.0
NPT2 2295.0 Numwat 78.0
NPT2 2305.0 Numwat 88.0
NPT2 2315.0 Numwat 95.0
NPT2 2325.0 Numwat 91.0
NPT2 2335.0 Numwat 90.0
NPT2 2345.0 Numwat 91.0
NPT2 2355.0 Numwat 93.0
NPT2 2365.0 Numwat 90.0
NPT2 2375.0 Numwat 94.0
NPT2 2385.0 Numwat 93.0
NPT2 2395.0 Numwat 93.0
